,memberID,date,amount
11724,L101835,2022-12-19,772
11725,L102504,2022-12-19,467
11726,L101292,2022-12-19,981
11727,L102990,2022-12-19,1041
11730,L100319,2022-12-19,993
11732,L101279,2022-12-19,996
11733,L102985,2022-12-19,401
11734,L100968,2022-12-19,432
11735,L100258,2022-12-19,1087
11736,L103330,2022-12-19,775
11737,L102952,2022-12-19,521
11738,L100971,2022-12-19,1001
11739,L103005,2022-12-19,1578
11740,L100642,2022-12-19,983
11741,L101501,2022-12-19,837
11742,L102060,2022-12-19,581
11743,L102967,2022-12-19,516
11744,L100908,2022-12-19,615
11745,L103041,2022-12-19,1184
11746,L100979,2022-12-19,513
11747,L103010,2022-12-19,1157
11748,L101258,2022-12-19,739
11749,L102953,2022-12-19,738
11750,L100967,2022-12-19,1375
11751,L100056,2022-12-19,1007
11752,L102866,2022-12-19,903
11753,L100681,2022-12-19,2096
11754,L101643,2022-12-19,1095
11755,L101053,2022-12-19,641
11756,L100068,2022-12-19,755
11757,L102091,2022-12-19,822
11758,L102196,2022-12-19,527
11759,L102231,2022-12-19,789
11760,L100872,2022-12-19,755
11761,L100088,2022-12-19,769
11762,L103002,2022-12-19,942
11763,L100034,2022-12-19,978
11764,L102086,2022-12-19,707
11765,L100664,2022-12-19,709
11766,L103048,2022-12-19,658
11767,L103353,2022-12-19,467
11768,L100910,2022-12-19,541
11770,L101187,2022-12-19,907
11771,L102946,2022-12-19,2045
11772,L101221,2022-12-19,762
11773,L101541,2022-12-19,1924
11774,L102697,2022-12-19,602
11775,L101550,2022-12-19,716
11776,L102686,2022-12-19,613
11777,L101304,2022-12-19,1163
11778,L101564,2022-12-19,792
11779,L101249,2022-12-19,906
11780,L100924,2022-12-19,475
11781,L100650,2022-12-19,329
11782,L100229,2022-12-19,1429
11784,L100635,2022-12-19,508
11785,L102687,2022-12-19,983
11786,L101568,2022-12-19,1055
11787,L100243,2022-12-19,704
11788,L101883,2022-12-19,574
11789,L101224,2022-12-19,440
11790,L101225,2022-12-19,714
11791,L101554,2022-12-19,1984
11792,L101872,2022-12-19,642
11793,L102527,2022-12-19,617
11794,L100863,2022-12-19,508
11795,L102894,2022-12-19,719
11796,L100336,2022-12-19,533
11797,L101526,2022-12-19,1094
11799,L101874,2022-12-19,340
11800,L100717,2022-12-19,1176
11802,L102684,2022-12-19,2110
11803,L101003,2022-12-19,1003
11804,L100929,2022-12-19,580
11805,L101580,2022-12-19,1096
11806,L102696,2022-12-19,1627
11807,L101559,2022-12-19,1364
11808,L100962,2022-12-20,631
11809,L100690,2022-12-20,2287
11810,L102477,2022-12-20,1199
11811,L100029,2022-12-20,781
11812,L102782,2022-12-20,886
11813,L102543,2022-12-20,713
11814,L101525,2022-12-20,425
11815,L101790,2022-12-20,1703
11816,L100058,2022-12-20,726
11817,L100935,2022-12-20,584
11818,L100913,2022-12-20,821
11819,L102078,2022-12-20,701
11820,L103316,2022-12-20,1341
11821,L101272,2022-12-20,302
11822,L101199,2022-12-20,784
11823,L102229,2022-12-20,1161
11824,L103084,2022-12-20,753
11825,L101524,2022-12-20,342
11826,L102940,2022-12-20,1459
11827,L102851,2022-12-20,1214
11828,L103010,2022-12-20,787
11829,L102947,2022-12-20,844
11830,L101556,2022-12-20,1505
11831,L102856,2022-12-20,310
11832,L101262,2022-12-20,1655
11833,L100904,2022-12-20,507
11834,L101503,2022-12-20,317
11835,L100903,2022-12-20,747
11836,L102467,2022-12-20,328
11837,L102061,2022-12-20,897
11838,L100256,2022-12-20,253
11839,L101263,2022-12-20,918
11841,L100932,2022-12-20,296
11842,L102697,2022-12-20,553
11843,L102063,2022-12-20,1232
11844,L102728,2022-12-20,360
11845,L102213,2022-12-20,350
11846,L101566,2022-12-20,540
11847,L101553,2022-12-20,1228
11848,L102067,2022-12-20,1642
11849,L100863,2022-12-20,401
11850,L102070,2022-12-20,1568
11851,L100260,2022-12-20,1108
11852,L102524,2022-12-20,629
11853,L101812,2022-12-20,394
11854,L103061,2022-12-20,771
11855,L100969,2022-12-20,135
11856,L102090,2022-12-20,1257
11857,L102111,2022-12-20,1036
11858,L100919,2022-12-20,417
11859,L102501,2022-12-20,788
11860,L101534,2022-12-20,902
11861,L102423,2022-12-20,672
11862,L100870,2022-12-20,423
11863,L101000,2022-12-20,1698
11864,L102899,2022-12-20,1134
11865,L103337,2022-12-20,1143
11866,L101583,2022-12-20,1325
11867,L101904,2022-12-20,965
11868,L101293,2022-12-20,1506
11869,L100375,2022-12-20,475
11870,L100950,2022-12-20,1489
11871,L100999,2022-12-20,584
11872,L100937,2022-12-20,924
11873,L100243,2022-12-20,787
11874,L101605,2022-12-20,511
11875,L101176,2022-12-20,954
11876,L103026,2022-12-20,927
11877,L102682,2022-12-20,916
11878,L102900,2022-12-20,1488
11879,L101225,2022-12-20,732
11880,L102994,2022-12-20,473
11881,L102195,2022-12-20,431
11882,L100956,2022-12-20,591
11883,L103367,2022-12-20,701
11884,L100311,2022-12-20,535
11885,L100942,2022-12-20,1341
11886,L101591,2022-12-20,776
11887,L103340,2022-12-20,835
11888,L101510,2022-12-20,401
11889,L100100,2022-12-20,1267
11891,L102234,2022-12-20,698
11892,L102897,2022-12-20,515
11893,L100348,2022-12-20,517
11894,L101530,2022-12-20,811
11895,L102120,2022-12-20,1693
11896,L101285,2022-12-20,1022
11897,L101562,2022-12-21,1351
11898,L103009,2022-12-21,650
11899,L102568,2022-12-21,1272
11900,L100898,2022-12-21,738
11901,L101525,2022-12-21,134
11902,L103081,2022-12-21,778
11903,L103102,2022-12-21,1288
11904,L102506,2022-12-21,948
11905,L101213,2022-12-21,859
11906,L102467,2022-12-21,382
11907,L100651,2022-12-21,663
11908,L102505,2022-12-21,869
11909,L101527,2022-12-21,357
11910,L101601,2022-12-21,978
11912,L101850,2022-12-21,469
11913,L100681,2022-12-21,1982
11914,L102111,2022-12-21,928
11915,L101245,2022-12-21,1065
11916,L102199,2022-12-21,574
11917,L100881,2022-12-21,1392
11918,L101887,2022-12-21,369
11919,L102086,2022-12-21,743
11920,L101198,2022-12-21,1167
11921,L100619,2022-12-21,1046
11922,L103353,2022-12-21,396
11923,L101310,2022-12-21,521
11924,L100410,2022-12-21,1273
11925,L103033,2022-12-21,2003
11926,L102088,2022-12-21,434
11927,L102546,2022-12-21,479
11928,L102518,2022-12-21,697
11929,L100880,2022-12-21,695
11930,L103084,2022-12-21,627
11931,L101270,2022-12-21,1208
11932,L100955,2022-12-21,303
11933,L102070,2022-12-21,1542
11934,L101258,2022-12-21,713
11935,L101833,2022-12-21,378
11936,L100081,2022-12-21,673
11937,L102953,2022-12-21,760
11938,L101506,2022-12-21,1065
11939,L103030,2022-12-21,929
11940,L101828,2022-12-21,698
11941,L101240,2022-12-21,683
11942,L102206,2022-12-21,290
11943,L101863,2022-12-21,1570
11944,L101582,2022-12-21,599
11945,L101289,2022-12-21,857
11946,L100890,2022-12-21,1211
11947,L101619,2022-12-21,821
11948,L103156,2022-12-21,740
11950,L102212,2022-12-21,576
11951,L102900,2022-12-21,1580
11952,L100223,2022-12-21,1651
11953,L100643,2022-12-21,481
11954,L103339,2022-12-21,2211
11955,L102942,2022-12-21,2296
11956,L103387,2022-12-21,1350
11957,L100283,2022-12-21,941
11958,L103043,2022-12-21,773
11959,L101778,2022-12-21,492
11960,L100998,2022-12-21,949
11961,L102885,2022-12-21,621
11962,L100021,2022-12-21,799
11963,L100017,2022-12-21,791
11964,L101767,2022-12-21,1059
11965,L102884,2022-12-21,1194
11966,L100609,2022-12-21,541
11967,L102933,2022-12-21,729
11968,L102934,2022-12-21,134
11969,L102940,2022-12-21,1322
11970,L100916,2022-12-21,268
11971,L100015,2022-12-21,871
11972,L102418,2022-12-21,1787
11973,L100231,2022-12-21,1044
11974,L102233,2022-12-21,1156
11975,L102225,2022-12-21,671
11976,L102876,2022-12-21,382
11977,L100252,2022-12-21,548
11978,L100035,2022-12-21,292
11979,L100029,2022-12-21,779
11980,L100016,2022-12-21,1261
11981,L103367,2022-12-21,629
11982,L102891,2022-12-21,580
11983,L100642,2022-12-21,982
11984,L103338,2022-12-21,221
11985,L100343,2022-12-21,2030
11986,L101017,2022-12-21,464
11987,L100918,2022-12-21,316
11988,L102459,2022-12-21,849
11989,L102898,2022-12-21,1207
11991,L102956,2022-12-21,483
11992,L101770,2022-12-21,1199
11993,L102857,2022-12-21,892
11994,L102428,2022-12-21,231
11995,L102943,2022-12-21,872
11996,L103311,2022-12-21,1031
11997,L103359,2022-12-21,775
11998,L100028,2022-12-22,860
11999,L101254,2022-12-22,594
12000,L100269,2022-12-22,374
12001,L102540,2022-12-22,1076
12002,L100381,2022-12-22,1840
12003,L102708,2022-12-22,892
12004,L100248,2022-12-22,1600
12005,L102098,2022-12-22,1397
12006,L102677,2022-12-22,215
12007,L100411,2022-12-22,1054
12008,L100719,2022-12-22,765
12009,L101584,2022-12-22,1575
12010,L101822,2022-12-22,1110
12011,L101004,2022-12-22,828
12012,L100993,2022-12-22,1807
12013,L102876,2022-12-22,649
12014,L102871,2022-12-22,221
12015,L100274,2022-12-22,1643
12016,L101771,2022-12-22,607
12017,L100917,2022-12-22,1079
12018,L100371,2022-12-22,1404
12019,L101793,2022-12-22,743
12020,L100252,2022-12-22,797
12021,L100369,2022-12-22,770
12022,L100617,2022-12-22,1235
12023,L100407,2022-12-22,1320
12024,L101581,2022-12-22,451
12025,L102195,2022-12-22,667
12026,L101228,2022-12-22,376
12027,L102719,2022-12-22,1005
12028,L101296,2022-12-22,981
12029,L100379,2022-12-22,211
12030,L100223,2022-12-22,1508
12031,L102668,2022-12-22,872
12032,L100020,2022-12-22,1279
12033,L102713,2022-12-22,450
12034,L101841,2022-12-22,484
12035,L100231,2022-12-22,1121
12036,L103367,2022-12-22,769
12037,L100319,2022-12-22,1242
12038,L102114,2022-12-22,947
12039,L101604,2022-12-22,775
12040,L101534,2022-12-22,994
12041,L102672,2022-12-22,890
12042,L100099,2022-12-22,943
12044,L102524,2022-12-22,730
12045,L101194,2022-12-22,598
12046,L100076,2022-12-22,564
12047,L100097,2022-12-22,1050
12048,L102674,2022-12-22,801
12049,L101540,2022-12-22,554
12050,L100019,2022-12-22,617
12051,L101193,2022-12-22,1403
12052,L100935,2022-12-22,512
12053,L102657,2022-12-22,955
12054,L102497,2022-12-22,863
12055,L101235,2022-12-22,1299
12056,L101833,2022-12-22,544
12057,L102499,2022-12-22,474
12058,L100247,2022-12-22,1098
12059,L102188,2022-12-22,1506
12060,L101290,2022-12-22,542
12061,L101782,2022-12-22,483
12062,L103349,2022-12-22,1161
12063,L102204,2022-12-22,507
12064,L102863,2022-12-22,1357
12065,L103329,2022-12-22,1832
12066,L103007,2022-12-22,607
12067,L100368,2022-12-22,1801
12068,L103018,2022-12-22,779
12069,L102221,2022-12-22,460
12070,L101794,2022-12-22,771
12071,L102477,2022-12-22,1293
12072,L102909,2022-12-22,273
12073,L100448,2022-12-22,1421
12074,L102456,2022-12-22,1280
12075,L103330,2022-12-22,792
12076,L101506,2022-12-22,1276
12077,L101020,2022-12-22,332
12078,L102953,2022-12-22,922
12079,L101800,2022-12-22,890
12080,L100973,2022-12-22,600
12081,L103016,2022-12-22,1069
12082,L102941,2022-12-22,1211
12083,L101796,2022-12-22,791
12084,L103087,2022-12-22,1495
12086,L100299,2022-12-22,1372
12087,L100702,2022-12-22,629
12088,L100664,2022-12-22,611
12089,L101556,2022-12-22,1357
12090,L102471,2022-12-22,1027
12091,L100256,2022-12-22,573
12092,L100619,2022-12-22,1081
12093,L101565,2022-12-22,725
12094,L101942,2022-12-22,1084
12095,L102213,2022-12-22,468
12096,L102081,2022-12-22,886
12097,L101204,2022-12-22,655
12098,L101803,2022-12-22,995
12099,L103064,2022-12-22,756
12101,L102518,2022-12-23,641
12102,L100982,2022-12-23,965
12103,L101598,2022-12-23,536
12104,L100281,2022-12-23,666
12105,L102062,2022-12-23,641
12106,L101778,2022-12-23,560
12107,L101562,2022-12-23,1432
12108,L102959,2022-12-23,938
12109,L100079,2022-12-23,570
12110,L101256,2022-12-23,968
12111,L102942,2022-12-23,1900
12112,L101514,2022-12-23,729
12113,L100866,2022-12-23,1103
12114,L102262,2022-12-23,1051
12115,L102214,2022-12-23,1472
12116,L102470,2022-12-23,1407
12117,L102715,2022-12-23,1271
12118,L100020,2022-12-23,1340
12119,L100129,2022-12-23,1594
12120,L100051,2022-12-23,297
12121,L103005,2022-12-23,1556
12122,L100983,2022-12-23,607
12123,L100223,2022-12-23,1835
12124,L100019,2022-12-23,743
12125,L101799,2022-12-23,975
12126,L102217,2022-12-23,1591
12127,L102461,2022-12-23,702
12128,L101796,2022-12-23,853
12129,L103327,2022-12-23,682
12130,L102215,2022-12-23,538
12131,L102673,2022-12-23,1892
12132,L100904,2022-12-23,664
12133,L102947,2022-12-23,657
12134,L100381,2022-12-23,1801
12135,L102897,2022-12-23,596
12136,L101224,2022-12-23,420
12137,L102693,2022-12-23,399
12138,L101582,2022-12-23,428
12139,L103148,2022-12-23,1367
12140,L102855,2022-12-23,438
12141,L102672,2022-12-23,1071
12142,L100678,2022-12-23,518
12144,L100729,2022-12-23,1524
12145,L100938,2022-12-23,295
12146,L101516,2022-12-23,263
12147,L102707,2022-12-23,599
12148,L102544,2022-12-23,862
12149,L102667,2022-12-23,1045
12150,L100134,2022-12-23,937
12151,L100920,2022-12-23,682
12152,L100908,2022-12-23,774
12153,L100661,2022-12-23,421
12155,L102060,2022-12-23,679
12156,L101841,2022-12-23,409
12157,L101535,2022-12-23,589
12158,L101560,2022-12-23,1084
12159,L103019,2022-12-23,424
12160,L102711,2022-12-23,761
12161,L102996,2022-12-23,715
12162,L100053,2022-12-23,1101
12163,L100907,2022-12-23,772
12164,L101834,2022-12-23,1499
12165,L101315,2022-12-23,1105
12166,L102195,2022-12-23,390
12167,L100645,2022-12-23,904
12168,L100876,2022-12-23,1004
12169,L102939,2022-12-23,1959
12170,L103373,2022-12-23,1295
12171,L102094,2022-12-23,1363
12172,L102448,2022-12-23,653
12173,L100210,2022-12-23,1306
12174,L102997,2022-12-23,516
12175,L102206,2022-12-23,288
12176,L101822,2022-12-23,1197
12177,L100964,2022-12-23,746
12178,L100213,2022-12-23,1407
12179,L100303,2022-12-23,1866
12181,L100236,2022-12-23,859
12182,L102966,2022-12-23,603
12183,L102080,2022-12-23,565
12184,L102746,2022-12-23,1113
12185,L102870,2022-12-23,393
12186,L102484,2022-12-23,637
12188,L101763,2022-12-23,895
12189,L100113,2022-12-23,366
12190,L101272,2022-12-23,105
12191,L100207,2022-12-23,488
12192,L103371,2022-12-23,1549
12193,L101508,2022-12-23,926
12194,L100075,2022-12-23,870
12196,L102198,2022-12-23,2234
12197,L101013,2022-12-23,104
12198,L100637,2022-12-23,702
12199,L100028,2022-12-23,921
12200,L101870,2022-12-23,945
12201,L100368,2022-12-23,1729
12202,L103317,2022-12-23,812
12203,L102865,2022-12-23,770
12204,L101546,2022-12-23,1433
12205,L100081,2022-12-23,456
12206,L101808,2022-12-23,885
12208,L100671,2022-12-23,259
12209,L102657,2022-12-23,1064
12210,L100935,2022-12-23,373
12211,L100883,2022-12-23,1190
12212,L102685,2022-12-23,1010
12213,L103333,2022-12-23,596
12214,L103395,2022-12-23,1631
12215,L103145,2022-12-23,908
12216,L101008,2022-12-23,989
12217,L101766,2022-12-23,1148
12219,L102069,2022-12-23,761
12220,L100378,2022-12-23,486
12222,L100023,2022-12-23,555
12223,L102235,2022-12-23,212
12224,L100267,2022-12-23,1654
12225,L101765,2022-12-23,1014
12226,L102110,2022-12-23,359
12227,L102719,2022-12-23,1395
12228,L101253,2022-12-23,337
12229,L102438,2022-12-23,543
12230,L101617,2022-12-23,779
12232,L100697,2022-12-23,1326
12233,L101882,2022-12-24,1368
12234,L103021,2022-12-24,1023
12235,L102539,2022-12-24,804
12236,L100014,2022-12-24,697
12237,L101757,2022-12-24,769
12238,L100012,2022-12-24,1306
12239,L100233,2022-12-24,471
12240,L101575,2022-12-24,774
12241,L100269,2022-12-24,469
12242,L100197,2022-12-24,1031
12243,L101761,2022-12-24,1340
12244,L100920,2022-12-24,659
12245,L100010,2022-12-24,701
12246,L101766,2022-12-24,1319
12247,L101035,2022-12-24,956
12248,L103059,2022-12-24,1044
12249,L100013,2022-12-24,869
12250,L100729,2022-12-24,1525
12251,L101756,2022-12-24,918
12252,L102544,2022-12-24,871
12253,L100011,2022-12-24,687
12254,L101758,2022-12-24,866
12255,L101322,2022-12-24,837
12256,L101174,2022-12-24,1118
12257,L102710,2022-12-24,493
12258,L100304,2022-12-24,694
12259,L100887,2022-12-24,1046
12260,L100911,2022-12-24,1156
12261,L100985,2022-12-24,1137
12262,L103034,2022-12-24,984
12263,L100882,2022-12-24,601
12264,L100308,2022-12-24,383
12265,L100642,2022-12-24,821
12266,L100034,2022-12-24,1034
12268,L100912,2022-12-24,741
12269,L103376,2022-12-24,1434
12270,L102087,2022-12-24,1229
12273,L100028,2022-12-24,1107
12274,L100207,2022-12-24,658
12275,L100988,2022-12-24,121
12276,L100205,2022-12-24,535
12277,L100203,2022-12-24,954
12278,L100008,2022-12-24,985
12279,L102054,2022-12-24,1482
12280,L103015,2022-12-24,1307
12281,L102055,2022-12-24,195
12282,L100256,2022-12-24,390
12283,L100046,2022-12-24,924
12284,L102056,2022-12-24,1025
12285,L100204,2022-12-24,693
12286,L100981,2022-12-24,767
12287,L100201,2022-12-24,1130
12288,L102728,2022-12-24,530
12289,L100662,2022-12-24,1250
12291,L102064,2022-12-24,562
12292,L101759,2022-12-24,944
12293,L100202,2022-12-24,692
12294,L100899,2022-12-24,1285
12295,L100275,2022-12-24,968
12296,L101784,2022-12-24,678
12297,L100211,2022-12-24,1132
12298,L100641,2022-12-24,1155
12299,L100199,2022-12-24,694
12301,L101776,2022-12-24,707
12302,L101184,2022-12-24,1418
12303,L101839,2022-12-24,1371
12304,L100946,2022-12-24,699
12305,L101835,2022-12-24,957
12306,L100928,2022-12-24,815
12307,L102712,2022-12-24,1116
12308,L103080,2022-12-24,1644
12309,L103057,2022-12-24,300
12310,L100198,2022-12-24,1161
12311,L101187,2022-12-24,1026
12312,L100007,2022-12-24,759
12313,L100009,2022-12-24,1270
12314,L100676,2022-12-24,842
12315,L100658,2022-12-24,1214
12316,L100870,2022-12-24,356
12317,L100200,2022-12-24,989
12318,L100917,2022-12-24,780
12319,L101631,2022-12-24,644
12320,L103032,2022-12-24,1020
12321,L102653,2022-12-24,1720
12322,L102654,2022-12-24,1317
12323,L101172,2022-12-24,1894
12324,L102655,2022-12-24,1789
12325,L101834,2022-12-24,1751
12326,L101173,2022-12-24,875
12327,L102053,2022-12-24,1132
12328,L101175,2022-12-24,1269
12329,L100021,2022-12-24,890
12330,L103324,2022-12-24,888
12331,L102656,2022-12-24,508
12332,L100216,2022-12-24,2014
12333,L102658,2022-12-24,529
12334,L100645,2022-12-24,929
12335,L101760,2022-12-24,850
12336,L100860,2022-12-24,808
12337,L101566,2022-12-24,573
12338,L100636,2022-12-24,1152
12339,L102409,2022-12-24,686
12340,L102410,2022-12-24,648
12341,L102411,2022-12-24,1211
12342,L102412,2022-12-24,1148
12343,L102413,2022-12-24,565
12344,L102911,2022-12-24,606
12345,L101513,2022-12-24,986
12346,L102414,2022-12-24,1665
12347,L102415,2022-12-24,570
12349,L102416,2022-12-24,1045
12350,L102417,2022-12-24,1044
12351,L100330,2022-12-24,994
12352,L102262,2022-12-24,1023
12353,L102901,2022-12-24,801
12354,L102184,2022-12-24,1030
12355,L100329,2022-12-24,613
12356,L102185,2022-12-24,482
12357,L103308,2022-12-24,1308
12358,L102183,2022-12-24,1062
12359,L102408,2022-12-24,1126
12361,L100602,2022-12-24,1296
12362,L102395,2022-12-24,126
12363,L102396,2022-12-24,1167
12364,L101252,2022-12-24,1537
12365,L102397,2022-12-24,470
12366,L102398,2022-12-24,1021
12367,L102399,2022-12-24,1600
12368,L102400,2022-12-24,365
12369,L102401,2022-12-24,910
12370,L101234,2022-12-24,846
12372,L102403,2022-12-24,903
12373,L102404,2022-12-24,1535
12374,L100341,2022-12-24,2081
12375,L102405,2022-12-24,940
12376,L102406,2022-12-24,580
12377,L102407,2022-12-24,273
12378,L102918,2022-12-24,765
12379,L103307,2022-12-24,1290
12380,L101509,2022-12-24,425
12381,L102402,2022-12-24,353
12382,L102394,2022-12-24,186
12383,L103366,2022-12-24,846
12384,L102186,2022-12-24,532
12385,L100084,2022-12-24,753
12386,L102845,2022-12-24,339
12387,L102844,2022-12-24,340
12388,L102843,2022-12-24,666
12389,L102842,2022-12-24,315
12390,L102841,2022-12-24,704
12391,L102840,2022-12-24,1000
12392,L102470,2022-12-24,1685
12393,L102839,2022-12-24,683
12394,L101243,2022-12-24,1330
12395,L102838,2022-12-24,841
12396,L102837,2022-12-24,830
12397,L102836,2022-12-24,520
12398,L102835,2022-12-24,656
12399,L102977,2022-12-24,957
12400,L102477,2022-12-24,1441
12402,L102978,2022-12-24,751
12403,L102198,2022-12-24,2153
12404,L102846,2022-12-24,2195
12405,L102847,2022-12-24,917
12406,L102848,2022-12-24,291
12407,L102194,2022-12-24,610
12408,L102187,2022-12-24,919
12409,L102894,2022-12-24,704
12410,L100322,2022-12-24,825
12411,L102189,2022-12-24,1028
12412,L100316,2022-12-24,732
12413,L102241,2022-12-24,577
12414,L102240,2022-12-24,240
12415,L102441,2022-12-24,2045
12416,L101493,2022-12-24,1155
12418,L102987,2022-12-24,996
12419,L103103,2022-12-24,871
12420,L101494,2022-12-24,1115
12421,L102446,2022-12-24,389
12422,L101495,2022-12-24,615
12423,L101496,2022-12-24,1113
12424,L101497,2022-12-24,552
12425,L101498,2022-12-24,1471
12426,L100864,2022-12-24,747
12427,L102849,2022-12-24,939
12428,L102443,2022-12-24,805
12429,L102393,2022-12-24,770
12431,L100847,2022-12-24,879
12432,L101536,2022-12-24,1264
12433,L100599,2022-12-24,1120
12435,L101256,2022-12-24,906
12436,L100598,2022-12-24,1224
12437,L103349,2022-12-24,1258
12438,L100856,2022-12-24,240
12439,L100855,2022-12-24,322
12440,L102527,2022-12-24,619
12441,L100863,2022-12-24,428
12442,L100597,2022-12-24,849
12443,L100613,2022-12-24,728
12444,L100854,2022-12-24,987
12445,L102520,2022-12-24,1953
12446,L100105,2022-12-24,1790
12447,L100692,2022-12-24,189
12448,L100853,2022-12-24,699
12450,L100370,2022-12-24,1157
12451,L100845,2022-12-24,1509
12452,L100095,2022-12-24,686
12453,L100846,2022-12-24,994
12454,L100601,2022-12-24,161
12455,L101549,2022-12-24,1445
12456,L100848,2022-12-24,779
12457,L100852,2022-12-24,1128
12458,L100851,2022-12-24,658
12459,L101291,2022-12-24,376
12460,L100850,2022-12-24,1200
12461,L100600,2022-12-24,797
12462,L100857,2022-12-24,712
12463,L100849,2022-12-24,929
12464,L101212,2022-12-24,895
12465,L102513,2022-12-24,595
12466,L101224,2022-12-24,545
12467,L100638,2022-12-24,1168
12468,L100859,2022-12-24,1070
12469,L102391,2022-12-24,684
12470,L102390,2022-12-24,623
12471,L102389,2022-12-24,628
12472,L102392,2022-12-24,1317
12473,L102515,2022-12-24,677
12474,L102937,2022-12-24,763
12475,L100858,2022-12-24,748
12479,L102941,2022-12-24,1062
12480,L103002,2022-12-25,996
12481,L100932,2022-12-25,431
12482,L100206,2022-12-25,563
12483,L103368,2022-12-25,698
12484,L101844,2022-12-25,1214
12485,L100944,2022-12-25,606
12486,L100618,2022-12-25,1106
12487,L102477,2022-12-25,1434
12488,L102869,2022-12-25,1512
12489,L102444,2022-12-25,981
12490,L102870,2022-12-25,576
12491,L102230,2022-12-25,729
12492,L101301,2022-12-25,1097
12493,L100290,2022-12-25,720
12494,L102201,2022-12-25,877
12495,L100693,2022-12-25,976
12496,L101293,2022-12-25,1556
12497,L101493,2022-12-25,1214
12498,L100205,2022-12-25,821
12499,L102967,2022-12-25,732
12500,L100735,2022-12-25,650
12501,L101248,2022-12-25,1063
12502,L102471,2022-12-25,1255
12503,L100897,2022-12-25,1003
12504,L101887,2022-12-25,358
12505,L102470,2022-12-25,1578
12506,L100898,2022-12-25,963
12507,L102836,2022-12-25,597
12508,L100690,2022-12-25,1977
12509,L100939,2022-12-25,659
12510,L101315,2022-12-25,1385
12511,L100212,2022-12-25,699
12512,L100303,2022-12-25,1864
12513,L100056,2022-12-25,1032
12514,L101891,2022-12-25,816
12515,L102074,2022-12-25,414
12516,L100649,2022-12-25,985
12517,L100853,2022-12-25,587
12518,L100007,2022-12-25,916
12519,L102215,2022-12-25,683
12520,L100298,2022-12-25,1305
12522,L103015,2022-12-25,1402
12523,L102212,2022-12-25,657
12525,L100908,2022-12-25,561
12526,L101499,2022-12-25,769
12527,L100006,2022-12-25,746
12528,L102935,2022-12-25,978
12529,L102440,2022-12-25,744
12530,L102950,2022-12-25,1196
12531,L100014,2022-12-25,933
12532,L103357,2022-12-25,338
12533,L100359,2022-12-25,118
12534,L100635,2022-12-25,750
12535,L102409,2022-12-25,483
12536,L100340,2022-12-25,565
12537,L102386,2022-12-25,1299
12538,L100011,2022-12-25,607
12539,L102728,2022-12-25,610
12540,L101764,2022-12-25,424
12541,L102407,2022-12-25,461
12542,L102387,2022-12-25,979
12543,L102704,2022-12-25,565
12544,L102388,2022-12-25,869
12545,L100341,2022-12-25,2000
12546,L103315,2022-12-25,1104
12547,L100248,2022-12-25,1876
12548,L100250,2022-12-25,416
12549,L103049,2022-12-25,677
12550,L102931,2022-12-25,1041
12551,L100345,2022-12-25,1064
12552,L101776,2022-12-25,882
12553,L101755,2022-12-25,190
12554,L101002,2022-12-25,973
12555,L102710,2022-12-25,627
12556,L102391,2022-12-25,651
12557,L100351,2022-12-25,938
12558,L102389,2022-12-25,574
12559,L103057,2022-12-25,253
12560,L101767,2022-12-25,989
12561,L102398,2022-12-25,1148
12562,L101024,2022-12-25,1019
12563,L103040,2022-12-25,673
12564,L102689,2022-12-25,1060
12565,L100278,2022-12-25,583
12567,L101043,2022-12-25,964
12568,L100019,2022-12-25,721
12569,L102663,2022-12-25,699
12570,L103387,2022-12-25,1403
12571,L100918,2022-12-25,401
12572,L100645,2022-12-25,1036
12573,L100219,2022-12-25,781
12574,L100654,2022-12-25,1359
12575,L102240,2022-12-25,383
12576,L101290,2022-12-25,364
12577,L100315,2022-12-25,1340
12578,L100215,2022-12-25,877
12580,L101492,2022-12-25,1203
12581,L100657,2022-12-25,856
12582,L102425,2022-12-25,582
12583,L101801,2022-12-25,923
12584,L102737,2022-12-25,883
12585,L103349,2022-12-25,1216
12586,L100966,2022-12-25,1483
12587,L101812,2022-12-25,564
12588,L102263,2022-12-25,768
12589,L100958,2022-12-25,1060
12590,L101271,2022-12-25,324
12591,L101036,2022-12-25,1301
12592,L101814,2022-12-25,879
12593,L100229,2022-12-25,1262
12594,L100263,2022-12-25,823
12595,L101818,2022-12-25,486
12596,L103341,2022-12-25,1397
12597,L101813,2022-12-25,1047
12598,L102486,2022-12-25,1996
12599,L101208,2022-12-25,616
12600,L100740,2022-12-25,1332
12601,L102553,2022-12-25,1608
12602,L102494,2022-12-25,922
12603,L102488,2022-12-25,1146
12604,L101181,2022-12-25,713
12605,L100867,2022-12-25,414
12606,L101240,2022-12-25,474
12607,L101566,2022-12-25,798
12608,L101171,2022-12-25,992
12609,L101533,2022-12-25,1423
12610,L100310,2022-12-25,451
12611,L100074,2022-12-25,968
12612,L101193,2022-12-25,1663
12613,L101578,2022-12-25,1152
12614,L100678,2022-12-25,157
12615,L102095,2022-12-25,1165
12616,L101629,2022-12-25,991
12617,L103332,2022-12-25,746
12618,L100394,2022-12-25,1574
12619,L102522,2022-12-25,634
12620,L102518,2022-12-25,657
12621,L101546,2022-12-25,1434
12622,L103333,2022-12-25,317
